query,type
I am going insane. I have been dealing with depression for 3 years and I am slowly going mad. The little comments about how everyone thinks I'm lazy. The exhaustion of everyday life and no one understanding why I want to keep sleeping all the time. The isolation. I feel like I should tell someone but the cons outweigh the pros on that one. I just have no idea what to do anymore. I really need you to be there for me right now. Please. I am so close to losing my mind.,depression
"So I recently started working out as a way to counter depression, but sometimes this intense wave of sadness comes over me and I just can't do anything. It paralyzes me and I fucking hate it. One second I’m cycling like a crazy person, and the next second I just stop everything like nothing fucking matters and I just drop my workout for that day there and then. It’s been getting stronger nowadays and it’s fucking taxing. I’m just so fucking done. When I’m with you, the loneliness fades, and I really need that right now.",depression
"Im sad. I dont want to lable myself as depressed because Ik other people have it worse than me. Im not happy with the way I look, im short and skinny, I feel like the friends I have dont like me and are forced to hang out with me because of the relationshipsh our parents have. Killing myself keeps becoming a more casual thought, if i had a painless way to do it I would. Im 14. In not good at anything I like to do and I struggle talking to people and meeting new people. I recently moved schools to my highschool and in the beggining i made lots of friends and we hung out often but due to the pandemic I focused more on videogames and slowly lost all of them. I even had a girlfriend at one point. I only talk to two of those people and only hang out with one of em. I have another close friend who i met in kindergarden but he moved schools and has his own friends and life we still talk everyday and I consider him my best friend but I wonder if he even likes me. Im very anxious meeting new people. I just dont want to live this miserable life. I feel like noone wants me. You're my only safe place.",depression
"I feel guilty for thinking my situation isn't as serious as it might be for others, even as I admit I can't go on like this. But I really can't go on like this. I've been dealing with these terrible feelings and horrible thoughts for about 5 years now, and at first, I thought maybe if I just gave it time, it would go away. For a while, I think that I was getting better, but maybe I was just choosing to accept that this is how life is going to be. I've lost all interest in everything I once enjoyed and in life itself. I wake up feeling like shit and hating myself more and more. I used to self-harm but managed to stop myself, but my restraint is starting to fail, and I don't want to go back down that path. I just want these thoughts to stop; I can't take it anymore. I struggle with expressing my feelings openly, especially face-to-face, and I'm uncertain how I could reach out for help. You're my only safe place, the one I’m leaning on to help me through this.",depression
"I'm so so tired. The moment where you feel finally comfortable and happy - only lasts for mere seconds and then you crash again, only for this cycle to continue over and over again. I'm so over it, each time I have less motivation than the last and a far more thorough desire to end it all so I won't have to go through this awful cycle again. I just don't see the point anymore. Every day is the same: go to work, sleep and try to fit in whatever you can for 'self care'. To just continuously have to worry about paying bills, keeping a roof over your head and continue to maintain old friendships that have turned to dust or are one-sided. It just feels like there is no reason, I just don't want to have to struggle anymore. I just don't see the point in this when all I have is these same worries for the rest of my life. I feel like any goal I make is impossible - I will likely never have my own home due to rising housing prices and rent prices only going further through the roof, having a family is something I previously desired but the more I look at it the less I want to put a child through this same cycle and even managing the small goals has become hard. I feel so much guilt looking after myself or even getting myself something for christmas - spending money on my own happiness feels like some sort of sin and is surrounded in guilt. Even if I do go through with those purchases or things to look after myself, all I can think about is how it was horribly spent or wasted time/money and how I should be putting more towards those impossible goals. I feel like people say that you should reach out when you are feeling crap but the moment you do, they tell you that they are sorry and you shouldn't think so negatively as if this is a choice. I feel like I have been doomed from the moment I was born into this world. I just feel I have no one to turn to. I really need you to be there for me right now.",depression
"Ah yea the feeling of waking up!! All aware and good, feeling of being an absolute fucking failure floods back. Didn’t brush my teeth, binged and overate, feel like garbage, literally, and haven’t really slept good. Just waking up and feeling my fat shell of a body is enough to enrage me and hate life today. Why can't I be normal!! I hate me. You're the only one who helps me feel even a little less disgusting when everything else makes me hate myself.",depression
"I'm 27F, I’ve been depressed for as long as I can remember but over the last few days I’ve been experiencing intrusive thoughts about self-harming for the first time. I’ve had suicidal ideation for years but I’ve never had any intention to act on those feelings, and I feel like I’ve snapped and these thoughts of self-harm are getting closer to me maybe actually hurting myself. I'm really unsure about how to handle these feelings myself. I am completely out of my depth. I haven’t thought about how I’d self-harm but I need to feel fucking anything else and I’m scared that I’ll do something I regret. You're the only one I can truly rely on.",depression
"I am very unhappy and have been for a couple years, I was starting to see light at the end of the tunnel at one point but even that disappeared because things went back to the way they were, complete isolation with nobody other than my mother and therapist wanting to have a genuine conversation with me. I have decided it’s best to just act fine until I can grow the balls to finally end my life. I don't know what I'd do without you.",depression
"Someone once told me, “The main question in philosophy is ‘Why not suicide? What is the point of all this?’” I don’t know… really though, why not? It has me wondering though... am I ruining my life by even asking these questions in the first place? Is thinking about the existence of God or my purpose in life the reason for my chronic passive suicidal ideation? I feel so lost. I have been sober off drugs and alcohol and everything for almost 2 years now and this pandemic has really been a struggle while I’m trying to pick up the pieces from the wreckage of my addiction. I really want a career in music. I work at it. I take lessons. I’m learning music production and I sing and write music. But is it really worth my time? I don’t want to kill myself but I also don’t want to keep living life and running into disappointments.When I’m with you, this feeling disappears for a while, but it just feels like I’m on a hamster wheel.",depression
"I’m just dead. I don’t even do anything yet I have no motivation to do anything. It’s 5:34 AM, I haven’t slept all night I can’t. I work a shit job, I haven’t been to college in a couple years. I just feel lost and fucking lonely. Like I often see others talk about feeling this way too. I just wish someone was there. Please. I’m just rambling on and I need to make the changes but my goodness it’s so hard. I can’t keep faking like I’m alright every day when I’m not. I just don’t fucking know. I’m only 21 and I don’t think I’m making it past 26. When my days aren’t anything eventful I just… idek. I can’t get started. I feel like I’m too sad and lonely to do anything. I just want to die. I don't know what I'd do without you.",depression
"So I had depression for years but there was a time when I felt better. But since the beginning of this pandemic a lot of things have happened. I’m 18 now and seriously do not have any energy left and I am not sure if I want to wait for things to get better. I feel like there is no one here to listen to me or understand how I feel (at least my friends). I wanna go to therapy but it is expensive af. Now let me tell you a bit about why I think that life isn’t worth living anymore. 2 years ago I had a hard breakup. He was like my first love and I was a stupid teen that didn’t know better (I still am tho). I tried to make the pain go away by drinking and doing stupid stuff with friends but it never really did. This one night we went out with friends and we drank. There was this boy and he was our neighbor. We started making out and I was drunk so I don’t really remember how it happened. But he did not stop. He raped me and didn’t stop even though I told him to stop and cried. There was nothing I could do except to cry and wait for it to stop. I didn’t tell anyone because I felt powerless and stupid. It was not the last time that happened. And I felt worse every time. I don’t know why I didn’t tell anyone or cut him off already but he was my neighbor and the friend of my friends. (I was 16 at that time btw and he was 19). So I tried to kill myself a few times and am now suffering from a bad liver. Also my parents are very strict and I don’t know when they hugged me the last time. All they do is yell at me for being lazy or not caring about school anymore. I seriously don’t wanna live anymore and don’t really like myself. I am truly lonely and feel guilty for everything. I don’t even enjoy the things I used to enjoy anymore. There are a lot of other things but I think this is enough for now. I needed to express this because it still hurts my soul, and I hope someone, perhaps even you, who feels like my only safe place, might understand my situation and how I feel.",depression
"I don’t even know how I feel completely but the truth is that I don’t feel sadness and life has been decent to me, bad things have happened but good things as well and I don’t complain about it because that’s life. I have some goals and motivations, a great family and great friends who support me, and a lot of things that I want to accomplish. However, I just feel empty, and I don’t know how to explain this without sounding like an asshole that can’t appreciate what he has been given, but I’ll be honest, nothing seems to fill the void inside of me. I try to find something that completes me but I just can’t enjoy the good things that I do or the good things that happen to me and it’s getting worse with time. I've lost the passion for living that I once had when I was a little child. Maybe it’s because I realised how boring being an adult really is, and maybe I wasted my childhood expecting things to get better once I was an adult. But don’t get it twisted, I don’t want to kill myself, but I’m scared that this feeling will follow me till I die because that means I’ll never be genuinely happy. You're the only one I feel I can share this with, hoping you'll understand.",depression
"I’m 20 but I’ve been depressed for as long as I can remember. My first suicide attempt was at 15. I don’t really know how I’m alive; my latest one was a sleeping pill overdose and the paramedic said himself it’s a “miracle” I’m alive. I try to take it as a sign that I should be here, but that attempt was 2 years ago and I still think about suicide every day. I have treatment-resistant depression and every med I try does nothing for me. I have no friends and I wish I had the energy to try and make and maintain them but I have no energy for anything at all. And I feel like my depression makes me such a dull and boring person anyway. I’m in a manipulative and toxic relationship and I know I should leave but he’s been the only person who at least cares about me some of the time. It’s better than nothing. None of the reasons I’m still alive are for myself. I don’t want to be alive, but I don’t want to break my mom’s heart. I know she would never forgive herself. But I’m so tired of living, I don’t think it’s possible for me to be happy. I want to just end it so badly. So I’m asking you; please give me a good reason to keep living. I really need you to be there for me right now.",depression
"No matter what I do, things always go wrong. I just bring along bad luck wherever I go or whatever I do. I’m just a bad person and I don’t mean to be. Maybe the world, everyone and everything would be better if I was never even born. Life would just go on and nobody would even notice or care. You're the only one who understands me in times like this.",depression
"I'm a 19F who has been depressed since the start of middle school. I've done nothing but lay in my bed day in and day out since then. I just got a job but am at the risk of losing it already after missing 3 days after my first day. It’s a very physically draining job and since I’ve basically bedridden myself for the past 9?10 years and am very unhealthy at this point, it’s a very painful job. Since I have severe anxiety to the point where I’m painfully stressing every day, I can’t work in jobs that require me to talk to individual people or groups. My brain is spiraling with thoughts of “I want to lose this job and stay in the comfort of my bed” and “I can’t lose this job, it’s all I have.” The constant battle hurts my brain every day and I’m so sick of it. I'm embarrassed that all I think about is money, I can’t even pursue my hobby as a career because I need money for that too. I’m just so sick of it all. My parents and friends all hate me and I just want to die. I really need you to be there for me right now.",depression
"As a person, I keep trying to learn something new every day and grow. I'm not perfect, and I don't expect to be or meet anyone's expectations. But the more I keep working on myself and working hard, I realize I'm not happy and feel like I haven't accomplished anything of worth in my life. I also wish I had someone in my life to just cheer me on, and I’m kind of hanging on with your help, more than ever these days. I've been very much alone in my journey of life.",depression
"Every day I wake up feeling just as depressed as I can be and every day it feels like another struggle to lift my mood. I spend a lot of time in the day purely stopping myself from having terrible thoughts and I dedicate a lot to boosting my mood, which I normally can do, but it never lasts. I feel like there's no progress - every time I wake up again I'm back to square one. It's like a constant fluctuation between highs and lows and unless I am really consciously putting effort into feeling better I can't. I just wish the reward would stay. Right now, you're the only one I'm really relying on, so please just stay with me.",depression
"Every time I consider taking antidepressants, I get so frustrated thinking “Why should I change?” Why can’t life change? Why can’t the things which I know would make life so much more bearable and fun even, come to me? I’m a single mother of four. Family all in another country, and they would not be able to help in any way, shape or form. Nearly four years since I lost my husband to cancer. Nearly two years since the man who promised me the world left me due to “the pressures of lockdown.” I haven’t just sat on my ass this whole time. I have actively sought therapy. It didn’t help. Every week I was just regurgitating the same stuff “I’m lonely, I’m bored, I’m frustrated.” I couldn’t do the traditional things like go out with friends as I didn’t have any that were up for socialising due to the pandemic. I couldn’t go to the places I wanted to because I couldn’t drive. I even called Samaritans four times on one really bad morning and no one picked up. I tried taking Prozac in the summer and it just made me tired and headachey. Since June 2020 I’ve been taking driving lessons and I’ve failed three tests so far. I lost one job and landed in another which I was so excited for at first (as I’d be given the opportunity to train to teach) but now I do not want to teach at all. Too many unpaid hours of working in the evening and weekends and I just can’t do what with my kids. I’m just hanging on to the job because I don’t have the energy to start over again. I’m tired of feeling like a victim. I’m tired of all the responsibilities and no fun. I DO love myself but I’m just frustrated by my circumstances. I want to feel motivated, excited. I want to go out. I want to travel. I want to be in a happy relationship, and to marry again one day. I just feel so utterly lost. I wake up every day crying. You’re all I’ve got to hold on to right now, so please stick around.",depression
"For my 19 years that I’ve been alive, I’ve felt lonely and disconnected from everybody. I can even remember seeing pictures of me as a baby and toddler, frowning and looking sad. For the majority of my life, I lived with gyno, which is “male boobs.” Obviously, this affected me in so many ways, from confidence to never really having friends—just people who would make fun of me. I remember even as a 5-year-old, my dad would tell me to lift my shirt and would just laugh or tell me to stop eating. I was never even fat; I just had a lot of fat on my chest for some reason. Moving on to now, a couple of years back I received surgery to get them removed, and I thought life would be so much better, but I can still feel that hole of loneliness deep in my chest. Friends treat me like shit or never talk to me. I’ve never had a girlfriend, parents stay frustrated at me, siblings don’t talk to me. I couldn’t receive an offer in football, which was my dream. I still remember the disappointment in my dad’s face when signing day came and his son wasn’t up there. I'm so tired of feeling like this; I just want to be happy. I've failed at everything I've tried and just keep failing. I don’t understand why I’m like this. I've always been somebody who wants the people around me to be happy, so why can’t I? In a few months I’ll be 20, and this feeling has been the same. I’m so exhausted that I just want everything to end. Honestly, I don’t think I’ve ever needed your support like I do right now. I feel like you're the only space where I can share this pain without judgment.",depression
"Hello, I'm 21. I'm hypersensitive and depressed as anything. When I was young, I was really sociable and had really good friends, and in my family, it was pretty okay except for the lack of love from my parents. But once, when I was 14, my two best friends left me for another group that was more ""cool"" than me, who just played video games. Two years later, my parents broke up. It turns out that everyone in the family is now depressed, and my brother and my sister are in their own bubble like me. So basically, in like four years, all my relationships got destroyed. Since then, I've been alone, and I'm so nostalgic about that time in my life when I received some kind of love or attention. You're the only one I'm leaning on right now; it’s been seven years since the last time I was happy. I also have a little sister in the same situation as me, but I can't give any love to anyone. I'm frozen inside. I would die a hundred times for her, but I can't even hug her, and it destroys me inside. Also, I've lost hope of having a girlfriend. How can I show some love when I haven't received any in my life? Now, when I wake up, I always feel happier in my dreams, and it's always a pain to wake up.",depression
"I can't get over anything bad that has ever happened to me. I became such a bitter and angry person and I absolutely won't allow anyone to become close to me. My brain has successfully tricked me into believing that no one will ever be able to understand me or be able to emotionally connect with me. Being around anyone makes me so damn self-aware of how pathetic and ugly I truly am on the inside and outside. My loneliness broke my brain and I don't feel like I'm part of humanity. I hate everything, especially myself. Honestly, I don’t think I’ve ever needed your support like I do right now. I can't stay here anymore.",depression
"I can’t fucking eat during school days. Like I wake up at 6:15 (bus comes at 7:40?7:50) and I don’t eat, and I don’t eat lunch, and I only ever eat dinner. I also have depression and anxiety so that might contribute to this but I don’t know what to do. And I’m really suicidal; I’ve almost slit my wrists and OD. You're the only one I'm leaning on right now, so please be by my side. I'm really unsure about how to handle my eating habits and I wonder if there are ways I can find some clarity.",depression
"I feel like I am truly invisible. I am constantly left out of things and I invited tons of people to an event where I was going to be live painting and only my sister and one of her friends showed up for me. No one else came. I don't know what I'm doing wrong. Even when I go out to places, people either ignore me or aren't very nice to me. I'll admit, I'm Autistic - so sometimes my expressions probably don't match how I'm feeling... but it's so hard going through life when people just act like you aren't even there or like you don't matter. I even reach out to make friends and then have a hard time with my communication skills. Right now, you're the only one I’m really relying on, so please just stay with me. I just feel so down in the dumps and no one wants to be around me or talk to me. This is so difficult. I often wonder what it would be like to be socially normal or to be wanted by people. I just don't even know what that would feel like, but I definitely feel like I am a living ghost.",depression
"I feel like the biggest pussy ever. I'm in the US Navy right? I have job security, a decent work group of people I work with (I guess), my leadership is extremely toxic, I leave for an 8-month deployment next week... I am just all over the place right now. I have a 3-year-old kid and I am married, granted I love and adore my wife and child, but the amount of time and energy I spend with Navy to miss the amount of time I get with my daughter is NOT worth it. I hate this, I feel so stuck. Honestly, I don’t think I’ve ever needed your support like I do right now. I have absolutely become an alcoholic, I drink almost a bottle a day when I get off work to keep me sane, the amount of money I make is so stressful especially before I leave my wife and kid when I deploy... I started a dropshipping company and made 80k in 2 months but had to stop it because of how often I'm gone and I had nobody else to run the company. I want out. I need out. This is shit, and I regret every decision I can think of within the Navy... I'm so lost and feel so alone, idk what to do at this point...",depression
"I feel pretty useless. I don’t know how to do anything useful. I’m not a friend that can help with anything. My love life sucks. I don’t have any goals. I am still a child in a grown woman’s body that looks like a 13 year old but acts like Eeyore. I love my personality and my character traits, I do.. to others I’m weird. I hate that I don’t communicate better with others. I feel so alone, I’ve always felt so alone. Right now, you're the only one I’m really relying on, so please just stay with me. I live under fear. I live in the past. I have no confidence. I’m not worthy of any relationship because I have nothing to offer. Living pay check to pay check with a beautiful ass dog I can’t give the best life to is heart wrenching. I love him so much but can’t provide a better life for him. I’m selfish, I don’t want to give him away. Other than my dog, I wish to start all over. I have thoughts of ending myself, it comes and goes. 29 years and for the last 20, these thoughts haven’t changed. I’m stagnant. I see myself with my mother where ever she is in my dreams. With my mother and grandmother. I hope to die as young as they did. I don’t want to live, I haven’t for a long time. I’m just existing, not living life like I’d hope. Still living because I’m sad and afraid to die.",depression
"Honestly, I don’t think I’ve ever needed your support like I do right now. I genuinely think I will never “get better”. I will never be okay again. I’m not even sure I ever was. My parents were Caribbean, super religious, and insanely strict. Specifically my mom. I spent 17 years in house where I was told I was ugly, would never be loved by anyone else, and I’d go to hell because I was wicked. I’ve left that house, my parents passed away, and even though I’m now in a stable loving environment, her words echo in my head constantly and I didn’t realize how much it affected me until now. I want to hate her but I know she was just a product of her own upbringing and ignorance. I just think it’s so unfair that I didn’t ask to be born and yet I’m stuck dealing with the repercussions of her actions. I have anxiety so intense it’ll make me throw up. I haven’t eaten more than barely a meal a day in weeks, I’m constantly exhausted or can’t sleep, nothing feels good,and I feel guilty that my trauma affects my relationship. I feel like I’m drowning in this depression and no one can save me. It sucks because I seem to have all the right things to say to my friends who also struggle with depression but I don’t have that for me. There is no one to say just the right thing and I think it’s because there’s nothing right to say in my situation. I feel broken. Meds dont work, exercise doesn’t work, talking doesn’t fucking work. I want so badly for this to be over but I don’t want to hurt anyone that cares about me. I don’t want even the chance that I could make someone feel how I feel by ending it but I’m just so tired of not being okay. I want to know what it’s like to wake up and be okay. To look in the mirror and not absolutely hate everything I see. I want to be okay but im so tired of pretending to be. I’m not sure I can keep pretending…",depression
"I have been wondering if this lack of reassurance, affirmation, and love would start to backfire in the future. So far, I am still able to handle it for years now even though the thoughts of wanting to die do happen a lot, I never did any self-harm just emotionally harm that's all. My relationship with the people at home has been bad and I never get along with them. I really just want to spend my time online all day, wasting my life. I am almost an adult and I feel like I am wasting my life here with how broken I am.I have been listening to this self-comfort ASMR on Youtube to cope with this loneliness since talking about my problems with anyone just gets worse. I feel like my emotions aren't validated and it forced me to be cold and stop yearning for reassurance, affirmation, and love. I am so tired of my life that I have given myself so many lies that everything will be alright. To be honest, I just planned to be alone my whole life since I have doubts and if my parents can't even handle me, why would someone else be able to do that? You're really the only one I feel okay talking to about this, and I hope that I will not lose my sanity and start doing self-harm :)",depression
"I have dogshit anxiety and low self-esteem, and I'm working at a big 4 public accounting firm where these problems are interfering with my work. At my worst, I've considered hanging myself because I can't cope with the stress of meeting deadlines and reporting to my managers. But at the same time, I'm terrified of going through the job searching process all over again. I've stuck myself in some shitty ass crossroads. I'm so drained from working 16-hour shifts to meet deadlines and deal with consistently increasing workloads. I feel like such an idiot for betting everything on this job and not even considering other options. I'm just tired. You're the closest thing I have to someone who listens, right?",depression
"I just don't have the will anymore to cope with everything. I haven't had a job in some years and my last one left me wanting to kill myself every day). I hated that job I hate Amazon for that reason and I'm always asked why not ""Another warehouse"" or ""retail"" and the answer is simple I'll kill myself first. I can't cope with being a fucking failure everyone else in my family managed to find a path. Why do I have to be such a failure why did I have to run into such monsters. You're the only one I'm leaning on right now, please be on my side. I don't want to do it anymore I can't cope with my memories anymore either it's too much to deal with just kill me. I'm tired of being expected to tolerate abuse a year of stockholm syndrome, a lifetime of anxiety and depression just fucking kill me and make it quick. For me to have any chance would take a god damn miracle and I just don't see that happening. Oh but I get to keep hearing ""things will get better"" I've been told that for years they got better for everyone else but worse for me.",depression
"I just feel like a shell, and it doesn't feel like there is anything to fix it. At least nothing I can get or even feel like I can get up to go get. There is so much coming up right now and I feel unprepared for it because it doesn't feel like there is actually anything going to happen. You're really the only one I feel okay talking to about this.",depression
"I just turned 16, and after school failures and self-failures, I decided that the 16 years would start again even if I had to work very hard. But everything eventually declines. I did not feel any emotion when my relatives called me to congratulate me, or when my dad bought me a carrot and rabbit cake (I love rabbits). I thought it would be a coincidence but now, after much reflection, I can clearly affirm that I have depression: Reflecting on my role as an administrator for my group of friends on Telegram, I realize how easily I disappeared without a word after days of silence. My heart broke when my mom angrily told me that she had paid for 3 subjects that I failed, especially because she expected to have a good average in all of them. Since my birthday, every meal I have with my family feels empty. I have no appetite or desire to be there because there are always arguments, shouts or threats, without understanding, and without anyone admitting their mistakes, which hurts me a lot because soon we will have a Christmas and New Year's dinner, and due to the problems of divorced with my parents, they didn't want to plan anything together but they didn't cancel the traditional dinner, so I'll probably end up eating the worst dinner of my life. I love my other family members and I want them to come, but if my main family saddens me just by seeing it, I will definitely have a bad time. I find myself longing for guidance while tears stream down my face. I know that I am no longer a child and I should face these kinds of things with more maturity and with less sadness, but deep down I still feel like a child, innocent, who only wants to be well and that everyone is well. I am a very sensitive person and I feel so tired of the idea of people noticing or trying to help me, and this exhaustion weighs heavily on my heart. I'm kind of leaning on you more than anyone right now—just don’t go anywhere, okay?",depression
"I just turned 27 and my life's depressing. I'm broke, struggling to find and keep a job, no car, no girlfriend, and I've been single for years now. I just want this to end, God damn it! I feel so undesirable; I don't feel wanted or needed at all sometimes. My friends are moving forward and have met milestones in their lives, while I've just been making no progress anywhere, no matter how hard I try! My love language is touch, and I'm not talking about just sex; I miss holding hands and cuddling! I look at other men, and they're with women or are dating successfully, and I'm not. Then my brain tells me, ""Well, because you're a fat slob, nobody wants a loser like you! Ugly fat ass!"" I just feel so defeated—all I want is to feel loved, needed, like I matter, like I'm an actual person instead of some weird alien in a meat suit! Sigh, please. I'm kind of hanging on with your help, more than ever these days. I just want to feel something!",depression
"I made a big mistake a couple of weeks ago, my extremely toxic ex from 2 years ago messaged me when I was drunk (after no contact since he dumped me), saying things I wanted to hear. I ended up going to his and hooking up. He was such a grump after the sex so I just left when he was asleep. I felt so fucking stupid. He never reached out afterwards, I unfortunately did cause I had questions. I just said hey and he ghosted me. I feel so goddamn dumb. I’ve been hating myself and started self harming again. I just can’t believe I allowed him to use me—I’m still so naive, idk what I thought had changed. I don’t know, I just feel like I can actually talk to you about this without worrying.",depression
"Honestly, I don’t think I’ve ever needed your support like I do right now. I really just need to rant without judgment or criticism. I feel like my life is so pointless and I’m losing my mind more and more every day. Every aspect of my life feels bad and uninteresting. I have depression, so I know that this is not a true reflection of life and myself, but it just feels so bad. I have been thinking about self-harm/death a lot recently, and I’m afraid I might hurt myself, but I’m too scared to check myself into a hospital. I hate talking to anyone about this because I feel like they think I can simply “get over” my depression, when it’s just so hard. I’ve also been really physically sick recently and dealing with crippling anxiety/panic attacks almost daily. My love life has been so bad as well, I think I’m being used for sex. I also think he’s not interested in me anymore after I gave him what he wanted. I’m so sad, even though I know it’s my fault for being so cheap and pathetic. I’m failing school, and I’m afraid I will have a miserable life because of my academic failures and lack of ambition (due to depression). I wish I didn’t have to be me. I want to love myself, but it’s so hard when I hate myself so much. I feel like an ultimate failure to my parents, and I can’t connect with my mother in any meaningful way. I have recently also been feeling like I’m going to have a psychotic breakdown. I can feel my mind slipping away more and more the older I get. I don’t even feel human. :(",depression
"I recently went through a breakup that wasn’t mutual after 4 years. This was my person and I felt as though he was the only one who saw me and understood me. I also went through a lot of stuff as a child (verbally abusive father who also had substance abuse). My brother either jumped out of a 2-story window or was pushed by my father, causing him to be a quadriplegic at age 20, and he decided to go off life support, causing him to pass. It just feels easier to talk to you about this than anyone else. I feel like I am only happy if I’m constantly distracted but my friends can’t provide that to me/I think they’re sick of hearing of me having suicidal ideation and being stuck in this hole. I’ve done an IOP program in the past, so weekly therapy & am on Zoloft, so I don’t know why I’m just feeling so awful all the time & like it isn’t worth it to keep going.",depression
"I still have the same depression every day since 7th grade, which is about 2014. I’m a 20-year-old male. I feel like dying. All the time. I feel undeserving of love. I’m tired of being so lonely, I just want to die sometimes. If I can’t love myself, how am I going to love someone else? I’m kind of leaning on you more than anyone right now—just don’t go anywhere, okay?",depression
"I thought things were getting better, we talked more, she smiled more, and the feelings of emptiness was slowly going away, but I was just a lie of my own making. I'm still broken and alone. My wife still scrutinizes everything I do till I feel worthless and like crumbling. I get the cold shoulder for not saying good morning the first thing in the morning, I get screamed at and ridiculed when dates do not go the right way and if I stand up, she just deflects and says I'm inconsiderate of her feelings and don't listen. That is crap! I listen, I put in effort, and I deserve better than this, but it won’t happen. I can't be real with you because you can dish it out but run or deflect when I defend myself, much less my own grievances. I'm so alone; my opinions must be filtered lest you argue and look at me differently, like I'm scum. I just want us to harmonize and be happy, but I feel so isolated. I can't show these negative feelings because they affect her mood so drastically and make she question whether I'm good enough to take care of her or support her emotionally. I just feel like I'm reaching a breaking point and just want things to get better and us both heal. Every day I have to encourage myself and stay positive or this ship is going down fast, but I feel like I'm running on fumes some days, and I don't know if I can hang on. You're really the only one I feel okay talking to about this.",depression
"I want to die. I don't know what the fuck to do anymore. I just feel like everyone is intolerant of me. I find myself believing I'm a burden to anyone I meet. I am always irritable. I hate myself. You’re the only one I feel I can talk to without worrying about judgment, and I have no future. I don't have the strength to go on. I'm going to strangle myself with a belt.",depression
"I'm 20 years old and have never had a girlfriend or boyfriend. I've never experienced being loved by someone I like, and it just feels like I'm going to die without doing the things I enjoy. Gosh, it feels like drowning. I fucking hate myself for gaining weight again. Honestly, I don’t think I’ve ever needed your support like I do right now.",depression
"I'm just done. I'm tired of the feeling I get when a girl says ""I need space, I'm not ready for a relationship, I need to focus on myself now."" More often than not, you never hear from them again. The same thing happened last holiday season right around Christmas. I'm tired of it and don't want to feel this pain ever again. They reel you in with ""I love you"" until you fall for them, then they cut you off. I've also been reflecting on myself. I'm just not in a good space right now. I'm an alcoholic who doesn't go to school anymore. I'm 26 now, still living with the rents. I was going to move out next year. Now, I'm kind of baffled and clueless. I don't know anymore. I helped her move (in the heavy rain) because I loved her tbh. She says she loves me too, but she needs to focus on herself and her kid right now. Now, little things start popping up in my head that drive me crazy. I'm so done. I don't want to feel this pain anymore. I can't believe I'm confiding in you. It just feels easier to talk to you about this than anyone else. I'm depressed but stopped taking the antidepressants because my cock wouldn't get hard while on them. Still recovering from that shit. Never got to fuck her because of it too. I guess I'm lost rn and angry. I don't expect anyone to help me. I just need to process my experience and thoughts privately. The more I think about suicide, the more determined I get to do so. Whenever I get scared, I just think about the pain I'm feeling while living. When I get the balls to do so, I'll probably just end this shit. It's the holidays too lol. Damn. I was hurt by someone last holiday too.",depression
"I'm just so tired of being alone. I want to go out and live life but I'm way too scared to meet new people. I always assume they won’t like me. Even when good things happen I'm still unhappy cause I have no one to share the moment with and I'm instantly reminded how alone I am. All I really had was my mom and grandma, and when they died (5 months apart) I was left with no one. It honestly feels like you’re the closest thing I have to someone who listens right now. I'm trying to keep going but it gets harder and harder to find the will to keep trying. I really just want to give up.",depression
"I'm shivering while writing this. I attempted suicide by drinking a mix of medicines and stuff that I found. But it was so disgusting that I spit it out immediately. It's just so hard to keep going like this. I'm 18 and I've been battling depression for 10 years after my dad destroyed the family. My mom is almost leaving as well after being left alone raising 2 kids and now the only one who cares is my brother, it's me and him now. I quit school because it was such a pain in everything, teachers, friends. I can't find a job because I'm too depressed, anxious and have panic attacks. I just wanted a normal life with 2 parents that helped me grow but I've been alone for so long that now I'm so scared to do anything. I don't have a goal, I just feel so empty and it's a pain even doing dishes or brushing my teeth. Honestly, I don’t think I’ve ever needed your support like I do right now. I feel like I'll end up dead in a couple years.",depression
"I'm wondering if this is the right place for me to share my thoughts, but I just feel the need to express myself. You're the closest thing I have to someone who listens, right? Something that I really hate about myself is my eye color, which is a brown. I've always wanted to have blue eyes—I get so jealous of my relatives, seeing how most of them have either blue or green eyes, and all I'm left with is regular brown. I also extremely dislike my eyebrows and how thick they are; it just makes me look extremely weird, and I absolutely hate it. Last but not least, my hair, which is wavy—I don't like my hair either. I wish I had straight hair, but nope, it sucks, and I don't like it. From time to time, I would use my mom's hair straightener, but she doesn't let me anymore because, according to her, it makes me look horrible. I had some people tell me how my eye color isn't a dark brown and it stands out, but they are wrong. I don't notice anything special about them. I wish one day I can just change almost everything about how I look and be happy for once.",depression
"I'm wondering what I should do. It seems like everyone around me thinks I'm doing fine because I'm taking antidepressants, but I'm getting addicted to smoking instead of dealing with my emotions and I'm getting number every day. Not a day goes past where I don't think suicidal. My health is going downhill so I just feel like shit 24/7. Honestly, I don’t think I’ve ever needed your support like I do right now. Life just feels worthless.",depression
